5.62  1.905e-28  0.80    -1.40 
5.62  2.089e-28  0.85    -1.55 
5.62  2.291e-28  0.91    -1.72 
5.62  2.512e-28  0.98    -1.94 
5.62  2.754e-28  1.05    -2.15 
5.62  3.020e-28  1.14    -2.35 
5.62  3.311e-28  1.22    -2.54 
5.62  3.631e-28  1.33    -2.73 
5.62  3.981e-28  1.44    -2.90 
5.62  4.365e-28  1.56    -3.05 
5.62  4.786e-28  1.70    -3.20 
5.62  5.248e-28  1.85    -3.32 
5.62  5.754e-28  2.02    -3.44 
5.62  6.310e-28  2.22    -3.53 
5.62  6.918e-28  2.44    -3.61 
5.62  7.586e-28  2.69    -3.67 
5.62  8.318e-28  2.96    -3.72 
5.62  9.120e-28  3.28    -3.75 
5.62  1.000e-27  3.64    -3.78 
5.62  1.096e-27  4.04    -3.79 
5.62  1.202e-27  4.51    -3.80 
5.62  1.318e-27  5.04    -3.78 
5.62  1.445e-27  5.67    -3.74 
5.62  1.585e-27  6.38    -3.67 
5.62  1.738e-27  7.21    -3.57 
5.62  1.905e-27  8.16    -3.45 
5.62  2.089e-27  9.26    -3.30 
5.62  2.291e-27  10.54    -3.11 
5.62  2.512e-27  12.01    -2.91 
5.62  2.754e-27  13.74    -2.68 
5.62  3.020e-27  15.77    -2.41 
5.62  3.311e-27  18.11    -2.09 
5.62  3.631e-27  20.84    -1.74 
5.62  3.981e-27  24.04    -1.35 
5.62  4.365e-27  27.74    -0.90 
5.62  4.786e-27  31.20    -0.40 
5.62  5.248e-27  34.98    0.16 
5.62  5.754e-27  39.29    0.76 
5.62  6.310e-27  43.82    1.42 
5.62  6.918e-27  48.84    2.14 
5.62  7.586e-27  54.70    2.92 
5.62  8.318e-27  61.48    3.78 
5.62  9.120e-27  69.35    4.70 
5.62  1.000e-26  78.02    5.70 
5.62  1.096e-26  87.46    6.79 
5.62  1.202e-26  98.10    7.95 
